10,10_20080202_121375_120702_124532,121375,120702,124532
10,10_20080202_124532_121375_124524,124532,121375,124524
10,10_20080202_124524_124532_121382,124524,124532,121382
10,10_20080202_121382_124524_179178,121382,124524,179178
10,10_20080202_179178_121382_59626,179178,121382,59626
10,10_20080202_59626_179178_124649,59626,179178,124649
10,10_20080202_124649_59626_11709,124649,59626,11709
10,10_20080202_11709_124649_83225,11709,124649,83225
10,10_20080202_83225_11709_83238,83225,11709,83238
10,10_20080202_83238_83225_83328,83238,83225,83328
10,10_20080202_83328_83238_83239,83328,83238,83239
10,10_20080202_83239_83328_17921,83239,83328,17921
10,10_20080202_17921_83239_235093,17921,83239,235093
10,10_20080202_235093_17921_13886,235093,17921,13886
10,10_20080202_13886_235093_2915,13886,235093,2915
10,10_20080202_2915_13886_13863,2915,13886,13863
10,10_20080202_13863_2915_1364,13863,2915,1364
10,10_20080202_1364_13863_13866,1364,13863,13866
10,10_20080202_13866_1364_13877,13866,1364,13877
10,10_20080202_13877_13866_509,13877,13866,509
10,10_20080202_509_13877_505,509,13877,505
10,10_20080202_505_509_504,505,509,504
10,10_20080202_504_505_503,504,505,503
10,10_20080202_503_504_124689,503,504,124689
10,10_20080202_124689_503_13095,124689,503,13095
10,10_20080202_13095_124689_13096,13095,124689,13096
10,10_20080202_13096_13095_124629,13096,13095,124629
10,10_20080202_124629_13096_124630,124629,13096,124630
10,10_20080202_124630_124629_47375,124630,124629,47375
10,10_20080202_47375_124630_47262,47375,124630,47262
10,10_20080202_47262_47375_317438,47262,47375,317438
10,10_20080202_317438_47262_317436,317438,47262,317436
10,10_20080202_317436_317438_47270,317436,317438,47270
10,10_20080202_47270_317436_47404,47270,317436,47404
10,10_20080202_47404_47270_47271,47404,47270,47271
10,10_20080202_47271_47404_47274,47271,47404,47274
10,10_20080202_47274_47271_81339,47274,47271,81339
10,10_20080202_81339_47274_81340,81339,47274,81340
10,10_20080202_81340_81339_2902,81340,81339,2902
10,10_20080202_2902_81340_13096,2902,81340,13096
10,10_20080202_13096_2902_47373,13096,2902,47373
10,10_20080202_47373_13096_124621,47373,13096,124621
10,10_20080202_124621_47373_81271,124621,47373,81271
