10,20080202_1330_120702,120702,0,121375
10,20080202_1330_121375,121375,120702,124532
10,20080202_1330_124532,124532,121375,124524
10,20080202_1330_124524,124524,124532,121382
10,20080202_1330_121382,121382,124524,179178
10,20080202_1330_179178,179178,121382,59626
10,20080202_1330_59626,59626,179178,124649
10,20080202_1330_124649,124649,59626,11709
10,20080202_1330_11709,11709,124649,83225
10,20080202_1330_83225,83225,11709,83238
10,20080202_1330_83238,83238,83225,83328
10,20080202_1330_83328,83328,83238,83239
10,20080202_1330_83239,83239,83328,17921
10,20080202_1330_17921,17921,83239,235093
10,20080202_1330_235093,235093,17921,13886
10,20080202_1330_13886,13886,235093,2915
10,20080202_1330_2915,2915,13886,13863
10,20080202_1330_13863,13863,2915,1364
10,20080202_1330_1364,1364,13863,13866
10,20080202_1330_13866,13866,1364,13877
10,20080202_1330_13877,13877,13866,509
10,20080202_1330_509,509,13877,505
10,20080202_1330_505,505,509,504
10,20080202_1330_504,504,505,503
10,20080202_1330_503,503,504,124689
10,20080202_1330_124689,124689,503,13095
10,20080202_1330_13095,13095,124689,13096
10,20080202_1330_13096,13096,13095,124629
10,20080202_1330_124629,124629,13096,124630
10,20080202_1330_124630,124630,124629,47375
10,20080202_1330_47375,47375,124630,47262
10,20080202_1330_47262,47262,47375,317438
10,20080202_1330_317438,317438,47262,317436
10,20080202_1330_317436,317436,317438,47270
10,20080202_1330_47270,47270,317436,47404
10,20080202_1330_47404,47404,47270,47271
10,20080202_1330_47271,47271,47404,47274
10,20080202_1330_47274,47274,47271,81339
10,20080202_1330_81339,81339,47274,81340
10,20080202_1330_81340,81340,81339,2902
10,20080202_1330_2902,2902,81340,13096
10,20080202_1330_13096,13096,2902,47373
10,20080202_1330_47373,47373,13096,124621
10,20080202_1330_124621,124621,47373,81271
10,20080202_1330_81271,81271,124621,48170
10,20080202_1330_48170,48170,81271,48167
10,20080202_1330_48167,48167,48170,50123
10,20080202_1330_50123,50123,48167,81843
10,20080202_1330_81843,81843,50123,137320
10,20080202_1330_137320,137320,81843,50069
10,20080202_1330_50069,50069,137320,87747
10,20080202_1330_87747,87747,50069,10268
10,20080202_1330_10268,10268,87747,293995
10,20080202_1330_293995,293995,10268,136998
10,20080202_1330_136998,136998,293995,124971
10,20080202_1330_124971,124971,136998,124972
10,20080202_1330_124972,124972,124971,10304
10,20080202_1330_10304,10304,124972,50145
10,20080202_1330_50145,50145,10304,50147
10,20080202_1330_50147,50147,50145,24229
10,20080202_1330_24229,24229,50147,124853
10,20080202_1330_124853,124853,24229,294023
10,20080202_1330_294023,294023,124853,172164
10,20080202_1330_172164,172164,294023,87835
10,20080202_1330_87835,87835,172164,294023
10,20080202_1330_294023,294023,87835,87791
10,20080202_1330_87791,87791,294023,87676
10,20080202_1330_87676,87676,87791,87677
10,20080202_1330_87677,87677,87676,86942
10,20080202_1330_86942,86942,87677,87731
10,20080202_1330_87731,87731,86942,163716
10,20080202_1330_163716,163716,87731,87728
10,20080202_1330_87728,87728,163716,20974
10,20080202_1330_20974,20974,87728,20968
10,20080202_1330_20968,20968,20974,20960
10,20080202_1330_20960,20960,20968,20954
10,20080202_1330_20954,20954,20960,50389
10,20080202_1330_50389,50389,20954,876
10,20080202_1330_876,876,50389,123150
10,20080202_1330_123150,123150,876,60666
10,20080202_1330_60666,60666,123150,60663
10,20080202_1330_60663,60663,60666,45134
10,20080202_1330_45134,45134,60663,87050
10,20080202_1330_87050,87050,45134,124425
10,20080202_1330_124425,124425,87050,87020
10,20080202_1330_87020,87020,124425,11457
10,20080202_1330_11457,11457,87020,16769
10,20080202_1330_16769,16769,11457,16773
10,20080202_1330_16773,16773,16769,182393
10,20080202_1330_182393,182393,16773,129105
10,20080202_1330_129105,129105,182393,174039
10,20080202_1330_174039,174039,129105,21703
10,20080202_1330_21703,21703,174039,182423
10,20080202_1330_182423,182423,21703,182402
10,20080202_1330_182402,182402,182423,174346
10,20080202_1330_174346,174346,182402,182407
10,20080202_1330_182407,182407,174346,174353
10,20080202_1330_174353,174353,182407,85530
10,20080202_1330_85530,85530,174353,85576
10,20080202_1330_85576,85576,85530,64787
10,20080202_1330_64787,64787,85576,85579
10,20080202_1330_85579,85579,64787,85573
10,20080202_1330_85573,85573,85579,64365
10,20080202_1330_64365,64365,85573,130860
10,20080202_1330_130860,130860,64365,130863
10,20080202_1330_130863,130863,130860,130865
10,20080202_1330_130865,130865,130863,130868
10,20080202_1330_130868,130868,130865,130871
10,20080202_1330_130871,130871,130868,130872
10,20080202_1330_130872,130872,130871,130879
10,20080202_1330_130879,130879,130872,64361
10,20080202_1330_64361,64361,130879,64362
10,20080202_1330_64362,64362,64361,130887
10,20080202_1330_130887,130887,64362,64364
10,20080202_1330_64364,64364,130887,130886
10,20080202_1330_130886,130886,64364,64819
10,20080202_1330_64819,64819,130886,130876
10,20080202_1330_130876,130876,64819,130867
10,20080202_1330_130867,130867,130876,64758
10,20080202_1330_64758,64758,130867,85591
10,20080202_1330_85591,85591,64758,85594
10,20080202_1330_85594,85594,85591,85576
10,20080202_1330_85576,85576,85594,64787
10,20080202_1330_64787,64787,85576,85496
10,20080202_1330_85496,85496,64787,174380
10,20080202_1330_174380,174380,85496,85498
10,20080202_1330_85498,85498,174380,85503
10,20080202_1330_85503,85503,85498,129110
10,20080202_1330_129110,129110,85503,129134
10,20080202_1330_129134,129134,129110,21714
10,20080202_1330_21714,21714,129134,11441
10,20080202_1330_11441,11441,21714,107751
10,20080202_1330_107751,107751,11441,143687
10,20080202_1330_143687,143687,107751,107753
10,20080202_1330_107753,107753,143687,121665
10,20080202_1330_121665,121665,107753,121656
10,20080202_1330_121656,121656,121665,121657
10,20080202_1330_121657,121657,121656,143297
10,20080202_1330_143297,143297,121657,143291
10,20080202_1330_143291,143291,143297,89825
10,20080202_1330_89825,89825,143291,121655
10,20080202_1330_121655,121655,89825,85314
10,20080202_1330_85314,85314,121655,95433
10,20080202_1330_95433,95433,85314,107947
10,20080202_1330_107947,107947,95433,107948
10,20080202_1330_107948,107948,107947,266
10,20080202_1330_266,266,107948,339741
10,20080202_1330_339741,339741,266,28916
10,20080202_1330_28916,28916,339741,80679
10,20080202_1330_80679,80679,28916,80695
10,20080202_1330_80695,80695,80679,90170
10,20080202_1330_90170,90170,80695,594
10,20080202_1330_594,594,90170,189864
10,20080202_1330_189864,189864,594,111876
10,20080202_1330_111876,111876,189864,111866
10,20080202_1330_111866,111866,111876,111877
10,20080202_1330_111877,111877,111866,111877
10,20080202_1330_111877,111877,111877,11021
10,20080202_1330_11021,11021,111877,11022
10,20080202_1330_11022,11022,11021,11023
10,20080202_1330_11023,11023,11022,52573
10,20080202_1330_52573,52573,11023,188361
10,20080202_1330_188361,188361,52573,146705
10,20080202_1330_146705,146705,188361,22653
10,20080202_1330_22653,22653,146705,188344
10,20080202_1330_188344,188344,22653,188345
10,20080202_1330_188345,188345,188344,22664
10,20080202_1330_22664,22664,188345,188335
10,20080202_1330_188335,188335,22664,188334
10,20080202_1330_188334,188334,188335,298645
10,20080202_1330_298645,298645,188334,67460
10,20080202_1330_67460,67460,298645,188369
10,20080202_1330_188369,188369,67460,16608
10,20080202_1330_16608,16608,188369,57771
10,20080202_1330_57771,57771,16608,17494
10,20080202_1330_17494,17494,57771,6000
10,20080202_1330_6000,6000,17494,5977
10,20080202_1330_5977,5977,6000,6073
10,20080202_1330_6073,6073,5977,189849
10,20080202_1330_189849,189849,6073,86820
10,20080202_1330_86820,86820,189849,86819
10,20080202_1330_86819,86819,86820,60296
10,20080202_1330_60296,60296,86819,16789
10,20080202_1330_16789,16789,60296,16790
10,20080202_1330_16790,16790,16789,51812
10,20080202_1330_51812,51812,16790,108048
10,20080202_1330_108048,108048,51812,19066
10,20080202_1330_19066,19066,108048,124979
10,20080202_1330_124979,124979,19066,125013
10,20080202_1330_125013,125013,124979,160866
10,20080202_1330_160866,160866,125013,255064
10,20080202_1330_255064,255064,160866,51995
10,20080202_1330_51995,51995,255064,51994
10,20080202_1330_51994,51994,51995,129218
10,20080202_1330_129218,129218,51994,129219
10,20080202_1330_129219,129219,129218,110823
10,20080202_1330_110823,110823,129219,89113
10,20080202_1330_89113,89113,110823,6137
10,20080202_1330_6137,6137,89113,6139
10,20080202_1330_6139,6139,6137,110564
10,20080202_1330_110564,110564,6139,49343
10,20080202_1330_49343,49343,110564,49863
10,20080202_1330_49863,49863,49343,110573
10,20080202_1330_110573,110573,49863,110573
10,20080202_1330_110573,110573,110573,110572
10,20080202_1330_110572,110572,110573,110571
10,20080202_1330_110571,110571,110572,49567
10,20080202_1330_49567,49567,110571,23995
10,20080202_1330_23995,23995,49567,6151
10,20080202_1330_6151,6151,23995,121818
10,20080202_1330_121818,121818,6151,121815
10,20080202_1330_121815,121815,121818,13606
10,20080202_1330_13606,13606,121815,13607
10,20080202_1330_13607,13607,13606,13610
10,20080202_1330_13610,13610,13607,107149
10,20080202_1330_107149,107149,13610,102413
10,20080202_1330_102413,102413,107149,85685
10,20080202_1330_85685,85685,102413,87614
10,20080202_1330_87614,87614,85685,102402
10,20080202_1330_102402,102402,87614,102437
10,20080202_1330_102437,102437,102402,88212
10,20080202_1330_88212,88212,102437,57726
10,20080202_1330_57726,57726,88212,102442
10,20080202_1330_102442,102442,57726,57728
10,20080202_1330_57728,57728,102442,88264
10,20080202_1330_88264,88264,57728,57737
10,20080202_1330_57737,57737,88264,107100
10,20080202_1330_107100,107100,57737,57720
10,20080202_1330_57720,57720,107100,60547
10,20080202_1330_60547,60547,57720,6026
10,20080202_1330_6026,6026,60547,32826
10,20080202_1330_32826,32826,6026,31749
10,20080202_1330_31749,31749,32826,86497
10,20080202_1330_86497,86497,31749,130739
10,20080202_1330_130739,130739,86497,113479
10,20080202_1330_113479,113479,130739,31750
10,20080202_1330_31750,31750,113479,31775
10,20080202_1330_31775,31775,31750,9918
10,20080202_1330_9918,9918,31775,86544
10,20080202_1330_86544,86544,9918,95413
10,20080202_1330_95413,95413,86544,263065
10,20080202_1330_263065,263065,95413,187730
10,20080202_1330_187730,187730,263065,331473
10,20080202_1330_331473,331473,187730,85533
10,20080202_1330_85533,85533,331473,85371
10,20080202_1330_85371,85371,85533,85370
10,20080202_1330_85370,85370,85371,31709
10,20080202_1330_31709,31709,85370,31710
10,20080202_1330_31710,31710,31709,32831
10,20080202_1330_32831,32831,31710,85362
10,20080202_1330_85362,85362,32831,11458
10,20080202_1330_11458,11458,85362,62530
10,20080202_1330_62530,62530,11458,62529
10,20080202_1330_62529,62529,62530,62481
10,20080202_1330_62481,62481,62529,131150
10,20080202_1330_131150,131150,62481,92440
10,20080202_1330_92440,92440,131150,21703
10,20080202_1330_21703,21703,92440,21700
10,20080202_1330_21700,21700,21703,129110
10,20080202_1330_129110,129110,21700,129113
10,20080202_1330_129113,129113,129110,16775
10,20080202_1330_16775,16775,129113,86975
10,20080202_1330_86975,86975,16775,86978
10,20080202_1330_86978,86978,86975,87002
10,20080202_1330_87002,87002,86978,124443
10,20080202_1330_124443,124443,87002,125034
10,20080202_1330_125034,125034,124443,60663
10,20080202_1330_60663,60663,125034,45132
10,20080202_1330_45132,45132,60663,45133
10,20080202_1330_45133,45133,45132,900
10,20080202_1330_900,900,45133,910
10,20080202_1330_910,910,900,911
10,20080202_1330_911,911,910,49369
10,20080202_1330_49369,49369,911,889
10,20080202_1330_889,889,49369,187704
10,20080202_1330_187704,187704,889,888
10,20080202_1330_888,888,187704,887
10,20080202_1330_887,887,888,12241
10,20080202_1330_12241,12241,887,877
10,20080202_1330_877,877,12241,20952
10,20080202_1330_20952,20952,877,20956
10,20080202_1330_20956,20956,20952,50551
10,20080202_1330_50551,50551,20956,50488
10,20080202_1330_50488,50488,50551,20973
10,20080202_1330_20973,20973,50488,163715
10,20080202_1330_163715,163715,20973,163716
10,20080202_1330_163716,163716,163715,87728
10,20080202_1330_87728,87728,163716,87734
10,20080202_1330_87734,87734,87728,124975
10,20080202_1330_124975,124975,87734,87744
10,20080202_1330_87744,87744,124975,87745
10,20080202_1330_87745,87745,87744,87746
10,20080202_1330_87746,87746,87745,81843
10,20080202_1330_81843,81843,87746,125136
10,20080202_1330_125136,125136,81843,76691
10,20080202_1330_76691,76691,125136,48167
10,20080202_1330_48167,48167,76691,81274
10,20080202_1330_81274,81274,48167,48170
10,20080202_1330_48170,48170,81274,48171
10,20080202_1330_48171,48171,48170,81273
10,20080202_1330_81273,81273,48171,48172
10,20080202_1330_48172,48172,81273,124628
10,20080202_1330_124628,124628,48172,124629
10,20080202_1330_124629,124629,124628,124630
10,20080202_1330_124630,124630,124629,47373
10,20080202_1330_47373,47373,124630,47375
10,20080202_1330_47375,47375,47373,47262
10,20080202_1330_47262,47262,47375,47381
10,20080202_1330_47381,47381,47262,47382
10,20080202_1330_47382,47382,47381,0
10,20080203_700_317442,317442,0,317438
10,20080203_700_317438,317438,317442,317700
10,20080203_700_317700,317700,317438,47419
10,20080203_700_47419,47419,317700,47420
10,20080203_700_47420,47420,47419,317700
10,20080203_700_317700,317700,47420,47269
10,20080203_700_47269,47269,317700,47274
10,20080203_700_47274,47274,47269,81339
10,20080203_700_81339,81339,47274,2902
10,20080203_700_2902,2902,81339,2906
10,20080203_700_2906,2906,2902,129133
10,20080203_700_129133,129133,2906,13002
10,20080203_700_13002,13002,129133,2954
10,20080203_700_2954,2954,13002,13006
10,20080203_700_13006,13006,2954,2949
10,20080203_700_2949,2949,13006,95759
10,20080203_700_95759,95759,2949,2942
10,20080203_700_2942,2942,95759,248921
10,20080203_700_248921,248921,2942,1580
10,20080203_700_1580,1580,248921,124
10,20080203_700_124,124,1580,153
10,20080203_700_153,153,124,48881
10,20080203_700_48881,48881,153,13206
10,20080203_700_13206,13206,48881,95724
10,20080203_700_95724,95724,13206,10915
10,20080203_700_10915,10915,95724,10913
10,20080203_700_10913,10913,10915,59477
10,20080203_700_59477,59477,10913,158243
10,20080203_700_158243,158243,59477,59535
10,20080203_700_59535,59535,158243,74562
10,20080203_700_74562,74562,59535,74563
10,20080203_700_74563,74563,74562,51421
10,20080203_700_51421,51421,74563,74602
10,20080203_700_74602,74602,51421,767
10,20080203_700_767,767,74602,74552
10,20080203_700_74552,74552,767,74558
10,20080203_700_74558,74558,74552,763
10,20080203_700_763,763,74558,95883
10,20080203_700_95883,95883,763,95884
10,20080203_700_95884,95884,95883,95874
10,20080203_700_95874,95874,95884,74537
10,20080203_700_74537,74537,95874,108471
10,20080203_700_108471,108471,74537,74606
10,20080203_700_74606,74606,108471,108456
10,20080203_700_108456,108456,74606,20662
10,20080203_700_20662,20662,108456,96263
10,20080203_700_96263,96263,20662,96272
10,20080203_700_96272,96272,96263,96272
10,20080203_700_96272,96272,96272,96267
10,20080203_700_96267,96267,96272,108458
10,20080203_700_108458,108458,96267,108458
10,20080203_700_108458,108458,108458,98753
10,20080203_700_98753,98753,108458,73448
10,20080203_700_73448,73448,98753,87320
10,20080203_700_87320,87320,73448,119997
10,20080203_700_119997,119997,87320,73432
10,20080203_700_73432,73432,119997,73429
10,20080203_700_73429,73429,73432,77248
10,20080203_700_77248,77248,73429,77672
10,20080203_700_77672,77672,77248,64947
10,20080203_700_64947,64947,77672,77343
10,20080203_700_77343,77343,64947,77703
10,20080203_700_77703,77703,77343,800
10,20080203_700_800,800,77703,84479
10,20080203_700_84479,84479,800,114376
10,20080203_700_114376,114376,84479,84335
10,20080203_700_84335,84335,114376,7863
10,20080203_700_7863,7863,84335,11245
10,20080203_700_11245,11245,7863,11246
10,20080203_700_11246,11246,11245,11247
10,20080203_700_11247,11247,11246,95821
10,20080203_700_95821,95821,11247,770
10,20080203_700_770,770,95821,98746
10,20080203_700_98746,98746,770,87335
10,20080203_700_87335,87335,98746,73547
10,20080203_700_73547,73547,87335,84515
10,20080203_700_84515,84515,73547,190653
10,20080203_700_190653,190653,84515,86795
10,20080203_700_86795,86795,190653,81528
10,20080203_700_81528,81528,86795,188865
10,20080203_700_188865,188865,81528,1543
10,20080203_700_1543,1543,188865,1544
10,20080203_700_1544,1544,1543,158028
10,20080203_700_158028,158028,1544,88306
10,20080203_700_88306,88306,158028,37430
10,20080203_700_37430,37430,88306,1256
10,20080203_700_1256,1256,37430,1479
10,20080203_700_1479,1479,1256,80630
10,20080203_700_80630,80630,1479,439
10,20080203_700_439,439,80630,22223
10,20080203_700_22223,22223,439,22224
10,20080203_700_22224,22224,22223,22227
10,20080203_700_22227,22227,22224,433
10,20080203_700_433,433,22227,84563
10,20080203_700_84563,84563,433,74543
10,20080203_700_74543,74543,84563,74644
10,20080203_700_74644,74644,74543,59488
10,20080203_700_59488,59488,74644,75602
10,20080203_700_75602,75602,59488,74988
10,20080203_700_74988,74988,75602,74984
10,20080203_700_74984,74984,74988,100480
10,20080203_700_100480,100480,74984,75060
10,20080203_700_75060,75060,100480,737
10,20080203_700_737,737,75060,9614
10,20080203_700_9614,9614,737,9579
10,20080203_700_9579,9579,9614,58376
10,20080203_700_58376,58376,9579,58428
10,20080203_700_58428,58428,58376,58431
10,20080203_700_58431,58431,58428,24854
10,20080203_700_24854,24854,58431,58436
10,20080203_700_58436,58436,24854,90977
10,20080203_700_90977,90977,58436,90978
10,20080203_700_90978,90978,90977,90988
10,20080203_700_90988,90988,90978,56811
10,20080203_700_56811,56811,90988,91147
10,20080203_700_91147,91147,56811,56781
10,20080203_700_56781,56781,91147,171052
10,20080203_700_171052,171052,56781,150875
10,20080203_700_150875,150875,171052,91191
10,20080203_700_91191,91191,150875,61540
10,20080203_700_61540,61540,91191,168737
10,20080203_700_168737,168737,61540,168803
10,20080203_700_168803,168803,168737,168571
10,20080203_700_168571,168571,168803,168567
10,20080203_700_168567,168567,168571,168823
10,20080203_700_168823,168823,168567,168826
10,20080203_700_168826,168826,168823,168556
10,20080203_700_168556,168556,168826,168557
10,20080203_700_168557,168557,168556,168825
10,20080203_700_168825,168825,168557,266516
10,20080203_700_266516,266516,168825,44821
10,20080203_700_44821,44821,266516,61464
10,20080203_700_61464,61464,44821,91371
10,20080203_700_91371,91371,61464,91342
10,20080203_700_91342,91342,91371,184538
10,20080203_700_184538,184538,91342,16087
10,20080203_700_16087,16087,184538,16086
10,20080203_700_16086,16086,16087,292411
10,20080203_700_292411,292411,16086,184537
10,20080203_700_184537,184537,292411,184538
10,20080203_700_184538,184538,184537,184541
10,20080203_700_184541,184541,184538,184542
10,20080203_700_184542,184542,184541,44948
10,20080203_700_44948,44948,184542,91293
10,20080203_700_91293,91293,44948,184550
10,20080203_700_184550,184550,91293,91207
10,20080203_700_91207,91207,184550,184657
10,20080203_700_184657,184657,91207,61548
10,20080203_700_61548,61548,184657,61545
10,20080203_700_61545,61545,61548,61491
10,20080203_700_61491,61491,61545,6811
10,20080203_700_6811,6811,61491,6810
10,20080203_700_6810,6810,6811,56764
10,20080203_700_56764,56764,6810,56765
10,20080203_700_56765,56765,56764,56773
10,20080203_700_56773,56773,56765,150640
10,20080203_700_150640,150640,56773,56777
10,20080203_700_56777,56777,150640,16274
10,20080203_700_16274,16274,56777,16286
10,20080203_700_16286,16286,16274,16287
10,20080203_700_16287,16287,16286,169756
10,20080203_700_169756,169756,16287,58724
10,20080203_700_58724,58724,169756,16284
10,20080203_700_16284,16284,58724,58665
10,20080203_700_58665,58665,16284,58727
10,20080203_700_58727,58727,58665,56795
10,20080203_700_56795,56795,58727,56796
10,20080203_700_56796,56796,56795,24797
10,20080203_700_24797,24797,56796,61421
10,20080203_700_61421,61421,24797,91045
10,20080203_700_91045,91045,61421,147782
10,20080203_700_147782,147782,91045,90834
10,20080203_700_90834,90834,147782,147796
10,20080203_700_147796,147796,90834,116233
10,20080203_700_116233,116233,147796,116234
10,20080203_700_116234,116234,116233,50976
10,20080203_700_50976,50976,116234,82613
10,20080203_700_82613,82613,50976,82587
10,20080203_700_82587,82587,82613,45123
10,20080203_700_45123,45123,82587,45114
10,20080203_700_45114,45114,45123,75020
10,20080203_700_75020,75020,45114,185111
10,20080203_700_185111,185111,75020,85186
10,20080203_700_85186,85186,185111,158247
10,20080203_700_158247,158247,85186,114428
10,20080203_700_114428,114428,158247,158247
10,20080203_700_158247,158247,114428,59558
10,20080203_700_59558,59558,158247,114441
10,20080203_700_114441,114441,59558,51446
10,20080203_700_51446,51446,114441,114442
10,20080203_700_114442,114442,51446,75602
10,20080203_700_75602,75602,114442,59476
10,20080203_700_59476,59476,75602,74562
10,20080203_700_74562,74562,59476,51266
10,20080203_700_51266,51266,74562,767
10,20080203_700_767,767,51266,74639
10,20080203_700_74639,74639,767,108261
10,20080203_700_108261,108261,74639,108284
10,20080203_700_108284,108284,108261,108281
10,20080203_700_108281,108281,108284,84604
10,20080203_700_84604,84604,108281,436
10,20080203_700_436,436,84604,77479
10,20080203_700_77479,77479,436,108305
10,20080203_700_108305,108305,77479,108334
10,20080203_700_108334,108334,108305,108295
10,20080203_700_108295,108295,108334,12554
10,20080203_700_12554,12554,108295,86796
10,20080203_700_86796,86796,12554,1542
10,20080203_700_1542,1542,86796,66030
10,20080203_700_66030,66030,1542,146496
10,20080203_700_146496,146496,66030,182185
10,20080203_700_182185,182185,146496,50830
10,20080203_700_50830,50830,182185,86896
10,20080203_700_86896,86896,50830,22254
10,20080203_700_22254,22254,86896,98779
10,20080203_700_98779,98779,22254,125211
10,20080203_700_125211,125211,98779,94892
10,20080203_700_94892,94892,125211,98781
10,20080203_700_98781,98781,94892,98801
10,20080203_700_98801,98801,98781,145915
10,20080203_700_145915,145915,98801,461
10,20080203_700_461,461,145915,462
10,20080203_700_462,462,461,52323
10,20080203_700_52323,52323,462,52322
10,20080203_700_52322,52322,52323,1262
10,20080203_700_1262,1262,52322,1261
10,20080203_700_1261,1261,1262,21859
10,20080203_700_21859,21859,1261,1260
10,20080203_700_1260,1260,21859,94957
10,20080203_700_94957,94957,1260,52697
10,20080203_700_52697,52697,94957,94836
10,20080203_700_94836,94836,52697,21860
10,20080203_700_21860,21860,94836,86172
10,20080203_700_86172,86172,21860,86169
10,20080203_700_86169,86169,86172,86163
10,20080203_700_86163,86163,86169,86164
10,20080203_700_86164,86164,86163,121439
10,20080203_700_121439,121439,86164,80875
10,20080203_700_80875,80875,121439,121440
10,20080203_700_121440,121440,80875,85912
10,20080203_700_85912,85912,121440,10968
10,20080203_700_10968,10968,85912,335349
10,20080203_700_335349,335349,10968,90007
10,20080203_700_90007,90007,335349,112293
10,20080203_700_112293,112293,90007,125207
10,20080203_700_125207,125207,112293,112292
10,20080203_700_112292,112292,125207,21868
10,20080203_700_21868,21868,112292,66848
10,20080203_700_66848,66848,21868,66846
10,20080203_700_66846,66846,66848,66863
10,20080203_700_66863,66863,66846,162511
10,20080203_700_162511,162511,66863,162512
10,20080203_700_162512,162512,162511,52264
10,20080203_700_52264,52264,162512,110583
10,20080203_700_110583,110583,52264,85708
10,20080203_700_85708,85708,110583,99504
10,20080203_700_99504,99504,85708,99524
10,20080203_700_99524,99524,99504,1254
10,20080203_700_1254,1254,99524,1249
10,20080203_700_1249,1249,1254,1238
10,20080203_700_1238,1238,1249,11270
10,20080203_700_11270,11270,1238,99306
10,20080203_700_99306,99306,11270,94896
10,20080203_700_94896,94896,99306,98801
10,20080203_700_98801,98801,94896,98781
10,20080203_700_98781,98781,98801,98802
10,20080203_700_98802,98802,98781,98782
10,20080203_700_98782,98782,98802,99356
10,20080203_700_99356,99356,98782,145914
10,20080203_700_145914,145914,99356,99347
10,20080203_700_99347,99347,145914,162523
10,20080203_700_162523,162523,99347,162524
10,20080203_700_162524,162524,162523,52582
10,20080203_700_52582,52582,162524,52348
10,20080203_700_52348,52348,52582,171637
10,20080203_700_171637,171637,52348,21875
10,20080203_700_21875,21875,171637,99544
10,20080203_700_99544,99544,21875,99541
10,20080203_700_99541,99541,99544,176211
10,20080203_700_176211,176211,99541,81511
10,20080203_700_81511,81511,176211,52560
10,20080203_700_52560,52560,81511,81510
10,20080203_700_81510,81510,52560,158030
10,20080203_700_158030,158030,81510,88311
10,20080203_700_88311,88311,158030,16320
10,20080203_700_16320,16320,88311,2988
10,20080203_700_2988,2988,16320,81454
10,20080203_700_81454,81454,2988,37338
10,20080203_700_37338,37338,81454,176213
10,20080203_700_176213,176213,37338,17303
10,20080203_700_17303,17303,176213,17318
10,20080203_700_17318,17318,17303,1256
